FID,YEAR_,DISTRICT,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,Shape__Length
6361,2023,1,177072,17075023,SR-758/BEE RIDGE RD,I-75 / SR-93 SB,9900,F,F,F,W,F,17,Sarasota,1,0,0.258,8,0,99.9,7.6,416.0718,416.071827886524
6362,2023,2,359117,35540000,US-221/SR-55,SW CR-14,200,C,F,F,F,F,35,Madison,2,0,9.213,9.5,0,57,7.6,14826.5302,14826.5301739652
6363,2023,5,770291,77002000,N/A,ORANGE CO LINE,57000,F,F,F,F,F,77,Seminole,5,37.127,38.442,9,0,51.5,5.6,2041.5708,2041.57084351232
6364,2023,5,798114,79000168,E NORMANDY BLVD,PROVIDENCE BLVD,11700,F,F,F,F,F,79,Volusia,5,0,1.599,9,0,59.1,8.1,2576.8253,2576.82525963025
6365,2023,2,300234,30030000,N/A,CR-351/NE 351 HWY,2694,C,A,A,A,A,30,Dixie,2,28.089,33.685,9.5,0,54.3,10.7,9013.6938,9013.69378477934
6366,2023,2,350104,35010000,NE COUNTRY KITCHEN R,SE ROLLERCOASTER HIL,5700,C,F,F,F,A,35,Madison,2,21.559,22.064,9.5,0,57,6,812.9913,812.991292716704
6367,2023,5,180207,18060000,BELT AVE,NOBLE AVE,9100,C,F,F,F,A,18,Sumter,5,9.999,10.252,9.5,0,53.9,20.4,407.2048,407.204760532554
6368,2023,3,555100,55580500,US-27/SR-63,SR-155/N MERIDIAN RD,4900,C,F,F,F,F,55,Leon,3,0,0.31,9,0,69.5,10.7,498.1492,498.149245476843
6369,2023,5,118028,11000106,DR M L KING BLVD,CR-25A,5500,S,F,F,F,F,11,Lake,5,0,0.46,9,0,53.2,8.2,736.1763,736.176264054746
6370,2023,3,575102,57110000,US-98/SR-30,HOLLYWOOD BLVD,15000,C,F,F,F,A,57,Okaloosa,3,0,0.581,9,0,51.9,4.3,937.9878,937.987762130168
6371,2023,5,110475,11010000,N/A,DONNELLY ST,47000,F,F,F,F,F,11,Lake,5,17.47,20.057,9,0,53.2,6.4,4164.8891,4164.88910258676
6372,2023,2,345016,34010101,US-19/US-98/SR-55,NE 2ND ST,6100,C,F,F,F,F,34,Levy,2,0,0.057,9.5,0,55,10.6,94.7098,94.7097770578314
6373,2023,2,349132,34590000,US-41/SR-45,MARION CO LINE,1700,C,F,F,F,F,34,Levy,2,0,2.296,9.5,0,55,2.4,3685.1039,3685.10394544977
6374,2023,2,345013,34040000,SR-500,N/A,13500,C,F,F,F,F,34,Levy,2,12.348,12.737,9.5,0,55,7.9,627.1004,627.100419365822
6375,2023,1,175066,17040401,SR683US301WASHINGTON,SCHOOL AVE,31500,S,F,F,F,2,17,Sarasota,1,0,0.325,9,0,54,3.9,522.3584,522.358394058504
6376,2023,2,354408,35090019,SR-53,I-10 EB,1100,C,F,F,W,F,35,Madison,2,0,0.183,9.5,0,99.9,24.6,291.3701,291.370098754391
6377,2023,2,780102,78020000,SAN MARCO AVE,ISLAND LANDING DR,22500,C,F,F,F,A,78,St. Johns,2,0.513,4.95,9,0,56.6,2.5,7143.5707,7143.57069648867
6378,2023,5,770263,77120000,CR-427/RONALD REAGAN,SR-15/600/US-17/92,22000,F,F,F,F,F,77,Seminole,5,7.868,9.04,9,0,51.5,4,1886.6617,1886.66171189308
6379,2023,3,577722,57040200,N/A,SR-123,750,C,F,F,F,F,57,Okaloosa,3,0.793,1.021,9.5,0,99.9,11.6,369.1795,369.179452487007
6380,2023,3,553035,55530000,SR-61/SR-363,US-319/SR-261/CAPITA,3400,C,F,F,F,A,55,Leon,3,0,3.004,9,0,69.5,3.2,4833.5741,4833.57412851114
6381,2023,3,575053,57010000,LINDBERG ST,N WILSON ST,22500,C,F,F,F,F,57,Okaloosa,3,14.007,14.623,9,0,51.9,11.3,994.914,994.913983852715
6382,2023,5,798194,79000183,DEBARY AVE,SR 415,2800,F,F,F,F,F,79,Volusia,5,0,6.6,9,0,59.1,9.8,10629.9732,10629.9731767448
6383,2023,5,798092,79000114,REED CANAL RD,BIG TREE RD,1950,C,F,F,F,A,79,Volusia,5,0,1.051,9,0,59.1,14,1690.5261,1690.52611900166
6384,2023,5,752419,75280111,OSCEOLA CO LINE,I-4 EB,11500,F,F,F,W,F,75,Orange,5,0,0.423,9,0,99.9,5.3,686.0602,686.060190759214
6385,2023,2,370024,31030000,CR-138,SUWANNEE CO LINE,3800,C,F,F,F,A,31,Gilchrist,2,22.016,23.488,9.5,0,55.5,10.8,2369.3216,2369.32156984814
6386,2023,5,798012,79000016,SR-442,JOSEPHINE/10TH ST,6200,F,F,F,F,F,79,Volusia,5,0,3.49,9,0,59.1,8.1,5623.2052,5623.20519841814
6387,2023,5,750632,75301000,Bridge No-750430,Bridge No-750433,86000,F,F,F,F,F,75,Orange,5,3.585,4.948,9,0,53.2,3.9,2191.0323,2191.03225863772
6388,2023,2,339119,33570000,W US-27/SR-20,SUWANNEE CO LINE,600,C,F,F,F,F,33,Lafayette,2,0,10.203,9.5,0,57,16.5,16416.2182,16416.2182003597
6389,2023,5,798073,79000093,US-1/SR-5/RIDGEWOOD,BEACH ST,1800,S,F,F,F,F,79,Volusia,5,0,0.235,9,0,59.1,4.9,377.8366,377.836648113551
6390,2023,2,355031,35060000,S OF I-10/SR-8,SE BETHUNE TRL,4300,F,F,F,F,F,35,Madison,2,0,4.324,9.5,0,57,14.2,6959.8903,6959.89030005893
6391,2023,3,560003,56010000,EAST END OF BRIDGE,CR-12/CENTRAL ST,11200,C,F,F,F,F,56,Liberty,3,0,0.967,9.5,0,59,17.5,1560.905,1560.90499535683
6392,2023,5,752228,75300005,SR-417 N/B,CURRY FORD RD,6500,C,F,F,W,F,75,Orange,5,0,0.273,8,0,99.9,5.3,437.8859,437.885935583706
6393,2023,2,785017,78010027,N/A,FL SCHOOL DEAF/BLIND,13000,C,F,F,F,F,78,St. Johns,2,2.173,2.467,9,0,56.6,2,472.8757,472.875717605046
6394,2023,5,775042,77050000,US17/US92/FRENCH AVE,BRISSON AVE,8300,F,F,F,F,1,77,Seminole,5,0,2.07,9,0,51.5,5.7,3330.9334,3330.9333755204
6395,2023,3,577721,57040100,SR-85,SR-85,150,C,F,F,W,F,57,Okaloosa,3,0,0.683,9,0,99.9,4.5,1105.5708,1105.570836477
6396,2023,5,367008,36000017,US27/SR 500/NW10THST,NW 21ST ST,6300,C,F,F,F,A,36,Marion,5,0,0.773,9,0,55.4,23.2,1228.0468,1228.04679843482
6397,2023,3,582007,57002000,SANTA ROSA CO LINE,57002002 EB OFF,37000,C,F,F,F,A,57,Okaloosa,3,0,2.407,10.5,0,53.6,21.9,3888.2678,3888.26777981151
6398,2023,3,575085,57000006,STILLWELL BLVD,SR-85,800,C,F,F,F,F,57,Okaloosa,3,0,1.223,9,0,51.9,4.2,1973.7563,1973.75626289892
6399,2023,2,784006,78080004,GORE AT US-1/SR-5,GORE AT I-95 NB,2900,C,F,F,W,F,78,St. Johns,2,0,0.19,9.5,0,99.9,24.1,306.274,306.274020278218
6400,2023,2,789011,78570000,CR-13,HOLMES BLVD,3600,X,F,F,F,F,78,St. Johns,2,0,13.119,9.5,0,56.6,1.7,21106.9077,21106.907728618
6401,2023,1,174181,17192000,N/A,LOCKWOOD RIDGE RD,43500,C,F,F,F,A,17,Sarasota,1,1.836,3.321,9,0,54,4.7,2387.658,2387.65796836087
6402,2023,3,570261,57040000,57150002 NB ON,FROM SR-190,25000,C,F,F,F,A,57,Okaloosa,3,8.261,11.443,9,0,64.7,6.2,5138.6222,5138.62216641978
6403,2023,2,299123,29520002,CR-252 PAVEMT CHANGE,N/A,7600,C,F,F,F,F,29,Columbia,2,0,0.106,9,0,54.3,3.6,171.2199,171.219912024507
6404,2023,2,320112,32100000,SR-143,GEORGIA STATE LINE,48054,C,A,A,A,1,32,Hamilton,2,24.865,28.746,10.5,0,53,30.7,6247.369,6247.36895487665
6405,2023,5,180005,18070000,CR-179,SUMTER LINE RD,25000,F,F,F,F,1,18,Sumter,5,13.278,17.957,9,0,53.9,13.2,7529.6946,7529.69455166885
6406,2023,3,555095,55580000,MISSION RD,MERIADOC RD,13500,C,F,F,F,F,55,Leon,3,0.736,1.671,9,0,69.5,3,1507.2802,1507.28018238446
6407,2023,5,752449,75280182, , ,6100,C, , , , ,75,Orange,5,0,0.09,9,0,0,0,144.6128,144.612815014094
6408,2023,5,752087,75280089,N/A,I-4 / SR 400 WB,20000,F,F,F,W,F,75,Orange,5,0.688,1.238,8,0,99.9,4.5,882.7022,882.702208192402
6409,2023,5,772051,77010111,US-17 NB,SR-436,13000,S,F,F,W,F,77,Seminole,5,0,0.186,9,0,99.9,8.5,301.843,301.84301024026
6410,2023,5,797054,79000005,JACOB BROCK AVE,DEBARY AVE,2250,F,F,F,F,2,79,Volusia,5,0,0.367,9,0,59.1,2.9,588.9156,588.915598293411
6411,2023,5,750670,75320000,END OF BR 750622,N/A,59500,F,F,F,F,F,75,Orange,5,18,27.5,9,0,53.2,4.3,15292.703,15292.7029588103
6412,2023,2,349117,34516000,CR-318,SR-121,1000,T,F,F,F,F,34,Levy,2,0,1.855,9.5,0,55,2.4,2983.5789,2983.57894467538
6413,2023,1,177085,17075031,FRUITVILLE RD,I-75 NB,5200,C,F,F,W,F,17,Sarasota,1,0,0.238,8,0,99.9,7.6,382.5971,382.597116522752
6414,2023,5,368005,36000012,N MAGNOLIA AVE,NE 20TH ST,1300,C,F,F,F,A,36,Marion,5,0,0.271,9,0,55.4,27.2,435.7408,435.740784538588
6415,2023,5,778107,77000252,SR 434,N MILWEE ST,3600,S,F,F,F,F,77,Seminole,5,0,0.64,9,0,51.5,8.5,1039.883,1039.88301055559
6416,2023,5,798281,79000167,US 17 / SR 15,SR 40,1100,C,F,F,F,A,79,Volusia,5,0,7.161,9,0,59.1,6.2,11515.6544,11515.6544430072
6417,2023,5,772009,77160012,LAKE MARY BLVD,I-4/SR-400,10000,S,F,F,W,F,77,Seminole,5,0,0.249,8,0,99.9,8.5,401.01,401.009974224675
6418,2023,2,319119,31563000,LEVY CO LINE,SR-26,2700,F,F,F,F,F,31,Gilchrist,2,0,1.482,9.5,0,54,6.4,2387.8246,2387.8245670981
6419,2023,5,752262,75301012,CR15 / NARCOOSSEE RD,SR 417 SB,6400,C,F,F,W,F,75,Orange,5,0,0.345,8,0,99.9,5.3,563.0365,563.0364524724
6420,2023,5,182015,18130021,SR 44,I-75 / SR 93,9700,S,F,F,W,F,18,Sumter,5,0,0.264,9.5,0,99.9,26.5,424.7568,424.756800937122
6421,2023,3,575132,57030000,CR-30D/MAIN ST,GULF SHORE DR,48500,C,F,F,F,F,57,Okaloosa,3,19.291,19.482,9,0,58,4.4,308.3614,308.361447777893
6422,2023,5,778098,77000242,N HUNT CLUB BLVD,N HUNT CLUB BLVD,4000,F,F,F,F,F,77,Seminole,5,0,1.469,9,0,51.5,6.2,2367.4205,2367.42047191255
6423,2023,5,798113,79000150,S RIDGEWOOD AVE,S CLARA AVE,4300,F,F,F,F,F,79,Volusia,5,0,2.025,9,0,59.1,4.9,3245.0329,3245.03293991829
6424,2023,3,571708,57110028,HOLLYWOOD BLVD,BUSINESS,24500,C,F,F,F,A,57,Okaloosa,3,0.285,0.868,9,0,51.9,3.4,942.5222,942.522209889999
6425,2023,5,118104,11000121,US-27,HOOKS ST,7100,F,F,F,F,F,11,Lake,5,0,1.576,9,0,53.2,8.2,2541.9536,2541.95356468094
6426,2023,2,309109,30570000,NE 351 HWY,NE 349 HWY,450,T,F,F,F,F,30,Dixie,2,0,2.068,9.5,0,56.3,17.7,3328.2949,3328.29489049132
6427,2023,2,349002,34540000,US-19/US-98/SR-55,US-41/SR-45,2400,C,F,F,F,F,34,Levy,2,0,18.218,9.5,0,55,2.4,29318.4996,29318.4996398797
6428,2023,2,344000,34050001,GORE AT SR-55,GORE AT SR-121,400,C,F,F,W,F,34,Levy,2,0,0.104,9.5,0,99.9,10.6,166.7633,166.763298608576
6429,2023,1,177012,17075006,CR-771 /SUMTER BLVD,I-75 / SR-93 NB,4400,C,F,F,W,F,17,Sarasota,1,0,0.264,9,0,99.9,7.6,426.1149,426.114907754104
6430,2023,2,359116,35503000,N SR-53,CR-253/NE CHERRY LK,600,C,F,F,F,F,35,Madison,2,5.497,10.002,9.5,0,57,7.6,7257.4603,7257.46027143745
6431,2023,2,785036,78040000,N/A,N/A,21000,C,F,F,F,F,78,St. Johns,2,15.189,15.749,9,0,56.6,2.3,901.1742,901.174161849221
6432,2023,5,770289,77120001,SR 414 INTERCHANGE,TRAILWOOD DR,47500,F,F,F,F,F,77,Seminole,5,0,0.735,9,0,51.5,2.7,1167.3015,1167.30149349226
6433,2023,3,570356,57060000,BRADLEY RD,CR-602,4137,C,A,A,A,A,57,Okaloosa,3,6.982,14.876,9.5,0,61.3,10.3,12741.4971,12741.4970815199
6434,2023,3,575072,57020500,VALPARAISO BLVD,FINCK RD,1500,C,F,F,F,A,57,Okaloosa,3,0,0.448,9,0,51.9,3.2,726.1173,726.117287599603
6435,2023,2,789111,78070501,CR-208,SR-16,10000,R,F,F,F,F,78,St. Johns,2,0,5.398,9,0,56.6,1.7,8675.7232,8675.72315994055
6436,2023,7,107002,10270111,FROM SR-60 EB,N SIDE OF BR 100676,10500,C,F,F,W,F,10,Hillsborough,7,0,0.538,9,0,99.9,7.8,856.3096,856.309642730331
6437,2023,5,977702,77470002,SR 426/ALOMA AVENUE,SR 417 SB,9800,C, , , ,F,77,Seminole,8,0,0.291,8,0,0,15.5,471.0272,471.02724024266
6438,2023,5,700438,70140000,HALL RD,JUDSON RD,14500,F,F,F,F,F,70,Brevard,5,5.368,8.519,9,0,54.3,4.4,5069.2502,5069.25016450544
6439,2023,7,109069,10505000,N DALE MABRY HWY,N ARMENIA AVE,25500,C,F,F,F,F,10,Hillsborough,7,0,1.353,9,0,56.5,7.8,2183.1472,2183.14724337892
6440,2023,4,888504,88000409,CR-606/OSLO RD,4 PL,3300,R,F,F,F,F,88,Indian River,4,0,1.557,9.5,0,53.1,15.2,2506.2172,2506.21719467802
6441,2023,5,368100,36000101,S MAGNOLIA AVE,SE 7 AVE,1900,C,F,F,F,A,36,Marion,5,0,0.512,9.5,0,55.4,8.6,834.2428,834.242780341396
6442,2023,5,700024,70050000,SHOPPES W MELBOURNE,SR-507/BABCOCK ST,34000,F,F,F,F,F,70,Brevard,5,13.421,14.993,9,0,54.3,4.4,2529.2921,2529.29213429071
6443,2023,5,708166,70000435,PLAYALINDA BEACH PRK,PLAYALINDA BEACH RD,5300,S,F,F,F,F,70,Brevard,5,0,3.395,9.5,0,54.3,4,5458.5637,5458.56367884556
6444,2023,5,708082,70000366,BABCOCK ST,JUPITER BLVD,7900,S,F,F,F,F,70,Brevard,5,0,7.155,9,0,54.3,4,11523.0085,11523.0085416978
6445,2023,3,610230,61560000,HOLMES CO LINE,GRIFFIN RD,650,C,F,F,F,F,61,Washington,3,0,3.33,9.5,0,54.8,11.3,5374.4053,5374.4052740661
6446,2023,5,970336,70470000,ORANGE CO LINE,N/A,56000,C,F,F,F,F,70,Brevard,8,0,0.815,10.5,0,53.6,15.5,1311.1156,1311.11561699945
6447,2023,5,702022,70220066,I-95 SB,FISKE BLVD,5200,C,F,F,W,A,70,Brevard,5,0,0.239,9,0,99.9,9.5,379.701,379.700977935626
6448,2023,5,798041,79000057,JOHN ANDERSON DR,SRA1A/OCEAN SHORE BL,1200,S,F,F,F,F,79,Volusia,5,0,0.508,9,0,59.1,4.9,818.1738,818.173774674401
6449,2023,4,880023,88040000,N/A,N/A,20800,C,F,F,F,A,88,Indian River,4,24.15,26.597,9,0,53.1,8.1,3940.6733,3940.67330615241
6450,2023,5,700383,70110000,ORANGE CO LINE,I-95/SR-9,16200,C,F,F,F,A,70,Brevard,5,0,5.123,9.5,0,54.3,8.9,8258.9757,8258.97570151092
6451,2023,5,708137,70000094,BABCOCK ST,OAK ST,2800,S,F,F,F,F,70,Brevard,5,0,0.398,9,0,54.3,4,642.5033,642.503315096172
6452,2023,7,970903,10470903,SR 589 NB,SR 589 NB,4100,C,D,D,W,F,10,Hillsborough,8,0,4.468,9,0,99.9,12,7191.4226,7191.42259021848
6453,2023,5,705149,70011000,CR-503/DIXON BLVD,MICHIGAN AVE,18300,F,F,F,F,F,70,Brevard,5,1.193,2.235,9,0,54.3,15.9,1671.4283,1671.42825375432
6454,2023,4,897025,89000033,N/A,SR-5/US-1,1550,C,F,F,F,A,89,Martin,4,1.288,2.228,9,0,60.6,7.8,1512.3176,1512.31756594365
6455,2023,5,708101,70000400,TURTLE MOUND RD,WICKHAM RD,2800,S,F,F,F,F,70,Brevard,5,0,1,9,0,54.3,4,1596.0144,1596.01437797905
6456,2023,4,887118,88590000,N/A,US-1 / SR-5,1100,R,F,F,F,F,88,Indian River,4,2.592,2.691,9,0,53.1,7.3,157.8545,157.854518072618
6457,2023,4,888512,88000030,SR-A1A,LIVE OAK RD,850,S,F,F,F,2,88,Indian River,4,0,1.385,9,0,51.8,5.9,2223.1556,2223.15562270699
6458,2023,7,102609,10320145,SR-582 / FOWLER AVE,I-275 / SR-93,7600,F,F,F,W,F,10,Hillsborough,7,0,0.193,9,0,99.9,5.2,325.038,325.038042881857
6459,2023,5,702048,70225092,I-95 NB,SR-406,5500,C,F,F,W,A,70,Brevard,5,0,0.201,9,0,99.9,6,321.9382,321.938200228441
6460,2023,4,880190,88003000,INDIAN RIVER BLVD,INDIAN BAY DR,24500,C,F,F,F,A,88,Indian River,4,0.639,1.686,9,0,51.8,5.1,1685.3008,1685.30080589747
6461,2023,4,888538,88520500,SR-60,AVIATION BLVD,10400,F,F,F,F,1,88,Indian River,4,0,0.515,9,0,53.1,11.9,826.731,826.73102059247
6462,2023,5,770005,77170000,MCCULLOCH RD,CHAPMAN RD,46000,F,F,F,F,F,77,Seminole,5,0,2.025,9,0,51.5,8.6,3265.4292,3265.42923802855
6463,2023,5,707006,70000052,FOWLER DR,SR 520,5000,F,F,F,F,1,70,Brevard,5,0,1.13,9,0,54.3,6,1820.5208,1820.52077273054
6464,2023,5,708129,70620500,N TROPICAL TRL,SR-3/COURTENAY PKWY,2900,F,F,F,F,F,70,Brevard,5,0,0.4,9,0,54.3,4,641.8925,641.89251721142
6465,2023,5,707016,70000211,JUPITER BLVD,MALABAR RD,17200,F,F,F,F,1,70,Brevard,5,0,0.808,9,0,54.3,3.1,1301.2891,1301.28911398153
6466,2023,3,610222,61600000,PARISH STILL RD,SR-79,750,C,F,F,F,F,61,Washington,3,0,5.83,9.5,0,54.8,11.3,9376.1506,9376.15062546174
6467,2023,5,970396,70471000,Bridge No-700091,N/A,9800,F,F,F,F,F,70,Brevard,8,4.33,5.544,9,0,53.6,15.5,1954.7915,1954.79154231159
6468,2023,5,778073,77507000,N/A,ALOMA AVE,7800,F,F,F,F,F,77,Seminole,5,3.101,3.557,9,0,51.5,8.5,736.4296,736.429641595309
6469,2023,5,798043,79000060,RIVERSIDE DR,S ATLANTIC AVE,2100,C,F,F,F,A,79,Volusia,5,0,0.474,9,0,59.1,10.8,764.9279,764.927933500101
6470,2023,4,887022,88010000,N/A,N/A,22500,R,F,F,F,F,88,Indian River,4,20.303,21.386,9,0,51.8,9.2,1743.2169,1743.21691452149
6471,2023,5,700013,70100000,SR-520 WB,N/A,32000,F,F,F,F,F,70,Brevard,5,9.955,11.462,9,0,54.3,15.9,2425.7851,2425.78510332545
6472,2023,5,708039,70000096,COUNTRY CLUB RD,NEW HAVEN AVE,5700,S,F,F,F,F,70,Brevard,5,0,1.593,9,0,54.3,4,2564.163,2564.1629832992
6473,2023,7,977176,10470026,SR 589 NB,EHRLICH RD,5600,C,F,F,W,F,10,Hillsborough,8,0,0.135,8,0,99.9,12,217.0127,217.012677788657
6474,2023,5,700249,70020000,SR-500/E NEW HAVEN A,SR-508/NASA BLVD,35000,C,F,F,F,F,70,Brevard,5,0,1.128,9,0,54.3,6.4,1814.615,1814.61504386906
6475,2023,4,890061,89000035,NE JENSEN BEACH BLV,NE INDIAN RIVER DR,12800,S,F,F,F,F,89,Martin,4,0,0.512,9,0,60,3.5,824.4809,824.480878488808
6476,2023,5,707070,70000411,KENNEDY PKWY,NASA CSWY,4800,F,F,F,F,F,70,Brevard,5,0,2.672,9.5,0,54.3,4.4,4308.7241,4308.72411170003
6477,2023,4,888540,88550000,1 ST SW,N/A,20600,S,F,F,F,2,88,Indian River,4,1.011,1.516,9,0,53.1,4.4,812.4868,812.486828498039
6478,2023,4,887122,88000027,58 AVE,43 AVE,4700,V,F,F,F,F,88,Indian River,4,0,1.022,9,0,53.1,7.3,1636.6124,1636.61235632248
6479,2023,7,109197,10810000,NICHOLS RD,HENRY GEORGE RD,3600,C,F,F,F,F,10,Hillsborough,7,0,0.984,9.5,0,56.5,7.8,1589.1062,1589.10624385884
6480,2023,4,897008,89000005,SR-714/SW MARTIN HWY,MARTIN COUNTY LINE,7300,S,F,F,F,F,89,Martin,4,0,5.469,9.5,0,60.6,3.5,8790.5439,8790.54394846325
6481,2023,5,708139,70000108,FOX LAKE PARK ENT,N/A,800,S,F,F,F,F,70,Brevard,5,0,1.021,9.5,0,54.3,4,1643.4418,1643.4417840996
6482,2023,5,702142,70220142,ELLIS RD,SR 9 (I-95 NB),5600,C,F,F,W,A,70,Brevard,5,0,0.173,9,0,99.9,10.2,279.0106,279.010590460035
6483,2023,5,702122,70004021,CR 3,SR 404,1500,F,F,F,W,F,70,Brevard,5,0,0.112,9,0,99.9,4.6,180.5334,180.533366844258
6484,2023,5,707094,70540000,BETH ST,PARRISH RD,850,C,F,F,F,A,70,Brevard,5,5.366,5.816,9,0,54.3,31.2,722.0915,722.09152514472
6485,2023,5,778084,77550500,CR 419,N/A,3600,F,F,F,F,F,77,Seminole,5,0,1.482,9.5,0,51.5,8.5,2386.8353,2386.83527113213
6486,2023,5,368097,36000042,NE14ST/BONNIE HEATH,NE 35 ST,11500,C,F,F,F,A,36,Marion,5,1.02,2.537,9,0,55.4,30.6,2443.0772,2443.07717111983
6487,2023,4,880139,88060000,N/A,CR-512,8213,C,A,A,A,A,88,Indian River,4,4.561,15.082,9.5,0,55.4,23.7,16931.9012,16931.9011979685
6488,2023,4,887065,88601000,CR-609/82 AVE,N/A,5000,V,F,F,F,F,88,Indian River,4,0,3.005,9.5,0,53.1,15.2,4831.2974,4831.29743302237
6489,2023,5,798025,79000032,S STONE ST,S AMELIA AVE,2800,C,F,F,F,A,79,Volusia,5,0,1.007,9,0,59.1,4.9,1620.855,1620.85497037523
6490,2023,7,105717,10504000,DALE MABRY HWY,W BEARSS AVE,43500,C,F,F,F,F,10,Hillsborough,7,0,0.494,9,0,56.5,12,793.4421,793.442121641917
6491,2023,4,888500,88000411,12 ST,SR-60/20 ST,3000,C,F,F,F,A,88,Indian River,4,0,1.022,9,0,53.1,9.4,1643.7148,1643.71479806995
6492,2023,5,368043,36000111,SW 80 ST,1200' N OF SW 18 TER,5100,C,F,F,F,A,36,Marion,5,0,1.036,9,0,55.4,11.8,1667.9529,1667.95287635331
6493,2023,5,701004,70050000,NEW HAVEN AVE,S RIVERSIDE DR,36500,C,F,F,F,A,70,Brevard,5,16.33,17.945,9,0,54.3,4.5,2598.6601,2598.66014754216
6494,2023,7,105734,10680000,KINGS CROSSING DR,US 301,39500,S,F,F,F,2,10,Hillsborough,7,1.611,4.021,9,0,56.5,7.1,3886.0477,3886.04767819139
6495,2023,5,707106,70000208,MALABAR RD,JUPITER BLVD,24400,F,F,F,F,1,70,Brevard,5,2.159,7.271,9,0,54.3,3.8,8232.072,8232.07195477285
6496,2023,5,708011,70000023,LAKE DR,N WILSON AVE,1750,S,F,F,F,F,70,Brevard,5,0,1.082,9,0,54.3,4,1716.7393,1716.73932869904
6497,2023,4,888525,88000018,US-1/SR-5,INDIAN RIVER BLVD,11200,C,F,F,F,A,88,Indian River,4,0,1.131,9,0,51.8,2.4,1820.2713,1820.27133832755
6498,2023,7,105214,10290000,TO 10320142 SB ON,US-41/SR-45/N NEBRAS,55500,C,F,F,F,2,10,Hillsborough,7,0.255,0.505,9,0,56.5,4.1,401.901,401.900985085049
6499,2023,5,977711,77470011,SR 417 NB,SR 419/SR 434,5200,C, , , ,F,77,Seminole,8,0,0.269,8,0,0,15.5,437.266,437.265997663565
6500,2023,3,610100,61040000,PARK ENTRANCE,CR-280/DOUGLAS FERRY,5300,C,F,F,F,A,61,Washington,3,20.458,27.934,9.5,0,59.1,11.1,12056.6426,12056.6425634254
6501,2023,5,700440,70004000,CR-509/WICKHAM RD,N/A,4400,C,F,F,F,A,70,Brevard,5,0,0.134,9,0,54.3,6.8,216.048,216.047954523756
6502,2023,5,702093,70070042,SR-528,N BANANA RIVER DR,2100,F,F,F,W,F,70,Brevard,5,0,0.122,9,0,99.9,4,200.2508,200.250795581731
6503,2023,7,109188,10720000,BMP BR 104143/104144,DAVIS RD,26500,C,F,F,F,2,10,Hillsborough,7,0,1.575,9,0,56.5,2.5,2533.6194,2533.61935827268
6504,2023,4,890012,89000006,P BEACH COUNTY LINE,N/A,6400,S,F,F,F,F,89,Martin,4,0,0.06,9,0,60.6,3.5,96.2846,96.2846323788922
6505,2023,5,707014,70000122,BEGIN BRIDGE AT I-95,SR 507 / BABCOCK ST,39000,C,F,F,F,A,70,Brevard,5,0,2.158,9,0,54.3,6,3465.725,3465.72500113123
6506,2023,5,702141,70220141,SR 9 (I-95 SB),ELLIS RD,6200,C,F,F,W,A,70,Brevard,5,0,0.243,9,0,99.9,10,390.9892,390.989174155697
6507,2023,3,610089,61540000,CR-280/DOUGLAS FERRY,RIVER RD,1300,C,F,F,F,F,61,Washington,3,6.229,9.687,9.5,0,54.8,11.3,5584.4168,5584.41682847274
6508,2023,7,109160,10509000,N DOVER RD,CR-574A/SAMMONDS RD,8000,C,F,F,F,F,10,Hillsborough,7,0,5.763,9,0,56.5,7.8,9296.1031,9296.10311120035
6509,2023,5,770008,77502000,MARQUETTE AVE,CONTROL TOWER LN,3500,C,F,F,F,A,77,Seminole,5,9.014,9.621,9,0,51.5,1.1,978.9363,978.936266963628
6510,2023,5,797110,79000078,CLYDE MORRIS BLVD,GRAND PRESERVE WAY,25500,F,F,F,F,1,79,Volusia,5,1.084,1.923,9,0,59.1,3.3,1348.9756,1348.97560759094
6511,2023,5,368021,36000048,N MAGNOLIA AVE,N E 8TH AVE,2800,C,F,F,F,A,36,Marion,5,0,0.425,9,0,55.4,29.1,659.0166,659.016588414087
6512,2023,4,885038,88060000,N/A,N/A,28500,C,F,F,F,1,88,Indian River,4,28.175,29.186,9,0,53.1,2.8,1626.9943,1626.99434080173
6513,2023,5,970506,77470000,Bridge No-770062,Bridge No-770056,59000,C,F,F,F,F,77,Seminole,8,3.694,6.089,8,0,53.6,15.5,3854.8591,3854.85910903735
6514,2023,3,610026,61010000,CR-279/WAITS AVE,MARSH RD,3300,C,F,F,F,A,61,Washington,3,1.241,5.013,9.5,0,54.8,12.2,6093.4023,6093.40234713518
6515,2023,5,700390,70004000,Bridge No-700079,Bridge No-700083,42500,C,F,F,F,A,70,Brevard,5,2.095,4.062,9,0,54.3,2.6,3171.0083,3171.00830761901
6516,2023,5,700434,70070002,SR-524,ACCESS FENCE LINE,18800,F,F,F,F,1,70,Brevard,5,0,0.381,9,0,54.3,17.6,612.6786,612.67855518143
6517,2023,5,708136,70770500,LAKE DR,PEACHTREE ST,1150,S,F,F,F,F,70,Brevard,5,0,0.12,9,0,54.3,4,196.2082,196.208237890859
